idx	sample_id	random_ids	llm_text	llm_score	final_score
269	2016	['2284']	1	1.000000	1.000000
270	415	['1967']	5	5.000000	5.000000
271	416	['2117']	3	3.000000	3.000000
272	417	['1742']	3	3.000000	3.000000
273	418	['1141']	1	1.000000	1.000000
274	419	['338']	1	1.000000	1.000000
275	420	['1041']	1	1.000000	1.000000
276	853	['47']	1	1.000000	1.000000
277	854	['891']	1	1.000000	1.000000
278	855	['2042']	1	1.000000	1.000000
279	856	['1011']	1	1.000000	1.000000
280	857	['3292']	1	1.000000	1.000000
281	858	['3489']	1	1.000000	1.000000
282	3025	['1204']	1	1.000000	1.000000
283	3026	['1202']	4	4.000000	4.000000
284	3027	['1282']	1	1.000000	1.000000
285	3028	['1703']	5	5.000000	5.000000
286	3029	['556']	2	2.000000	2.000000
287	3030	['1884']	5	5.000000	5.000000
288	3325	['193']	5	5.000000	5.000000
289	3326	['2446']	3	3.000000	3.000000
290	3327	['622']	5	5.000000	5.000000
291	3328	['3645']	1	1.000000	1.000000
292	3329	['3699']	5	5.000000	5.000000
293	3330	['3377']	1	1.000000	1.000000
294	3331	['1089']	5	5.000000	5.000000
295	3332	['945']	1	1.000000	1.000000
296	3333	['1231']	5	5.000000	5.000000
297	3334	['2061']	1	1.000000	1.000000
298	3335	['2858']	5	5.000000	5.000000
299	3336	['556']	1	1.000000	1.000000
300	1207	['2401']	5	5.000000	5.000000
301	1208	['946']	1	1.000000	1.000000
302	1209	['1377']	5	5.000000	5.000000
303	1210	['2533']	1	1.000000	1.000000
304	1211	['1136']	1	1.000000	1.000000
305	1212	['553']	5	5.000000	5.000000
306	157	['302']	5	5.000000	5.000000
307	158	['1769']	3	3.000000	3.000000
308	159	['1542']	5	5.000000	5.000000
309	160	['234']	5	5.000000	5.000000
310	161	['2488']	5	5.000000	5.000000
311	162	['1089']	1	1.000000	1.000000
312	445	['1519']	5	5.000000	5.000000
313	446	['11']	1	1.000000	1.000000
314	447	['1785']	5	5.000000	5.000000
315	448	['1081']	1	1.000000	1.000000
316	449	['745']	5	5.000000	5.000000
317	450	['1416']	1	1.000000	1.000000
318	1447	['817']	1	1.000000	1.000000
319	1448	['598']	1	1.000000	1.000000
320	1449	['2086']	1	1.000000	1.000000
321	1450	['2246']	1	1.000000	1.000000
322	1451	['1592']	1	1.000000	1.000000
323	1452	['2346']	1	1.000000	1.000000
324	2317	['1996']	5	5.000000	5.000000
325	2318	['3606']	1	1.000000	1.000000
326	2319	['3077']	5	5.000000	5.000000
327	2320	['545']	1	1.000000	1.000000
328	2321	['978']	5	5.000000	5.000000
329	2322	['2274']	3	3.000000	3.000000
330	469	['1680']	5	5.000000	5.000000
331	470	['991']	1	1.000000	1.000000
332	471	['373']	1	1.000000	1.000000
333	472	['2733']	1	1.000000	1.000000
334	473	['3789']	1	1.000000	1.000000
335	474	['709']	1	1.000000	1.000000
336	3253	['3413']	1	1.000000	1.000000
337	3254	['2674']	5	5.000000	5.000000
338	3255	['799']	1	1.000000	1.000000
339	3256	['815']	5	5.000000	5.000000
340	3257	['3596']	1	1.000000	1.000000
341	3258	['267']	5	5.000000	5.000000
342	1	['2240']	5	5.000000	5.000000
343	2	['783']	1	1.000000	1.000000
344	3	['3215']	5	5.000000	5.000000
345	4	['1086']	5	5.000000	5.000000
346	5	['1524']	5	5.000000	5.000000
347	6	['1404']	5	5.000000	5.000000
348	835	['1060']	5	5.000000	5.000000
349	836	['2444']	1	1.000000	1.000000
350	837	['2975']	5	5.000000	5.000000
351	838	['2895']	1	1.000000	1.000000
352	839	['1228']	5	5.000000	5.000000
353	840	['2638']	1	1.000000	1.000000
354	283	['824']	5	5.000000	5.000000
355	284	['3785']	5	5.000000	5.000000
356	285	['3514']	5	5.000000	5.000000
357	286	['631']	5	5.000000	5.000000
358	287	['79']	5	5.000000	5.000000
359	288	['1593']	5	5.000000	5.000000
360	1573	['8']	5	5.000000	5.000000
361	1574	['237']	5	5.000000	5.000000
362	1575	['1401']	5	5.000000	5.000000
363	1576	['2296']	5	5.000000	5.000000
364	1577	['1234']	5	5.000000	5.000000
365	1578	['3429']	5	5.000000	5.000000
366	2101	['2422']	5	5.000000	5.000000
367	2102	['3790']	5	5.000000	5.000000
368	2103	['2675']	5	5.000000	5.000000
369	2104	['55']	5	5.000000	5.000000
370	2105	['2473']	5	5.000000	5.000000
371	2106	['2614']	5	5.000000	5.000000
372	2377	['645']	5	5.000000	5.000000
373	2378	['2952']	5	5.000000	5.000000
374	2379	['1171']	5	5.000000	5.000000
375	2380	['1646']	5	5.000000	5.000000
376	2381	['54']	5	5.000000	5.000000
377	2382	['2186']	5	5.000000	5.000000
378	307	['429']	5	5.000000	5.000000
379	308	['3562']	1	1.000000	1.000000
380	309	['3050']	5	5.000000	5.000000
381	310	['1363']	5	5.000000	5.000000
382	311	['205']	5	5.000000	5.000000
383	312	['193']	1	1.000000	1.000000
384	2707	['3729']	5	5.000000	5.000000
385	2708	['974']	5	5.000000	5.000000
386	2709	['3513']	3	3.000000	3.000000
387	2710	['3357']	5	5.000000	5.000000
388	2711	['2862']	5	5.000000	5.000000
389	2712	['557']	5	5.000000	5.000000
390	217	['3218']	5	5.000000	5.000000
391	218	['2172']	1	1.000000	1.000000
392	219	['1420']	1	1.000000	1.000000
393	220	['1364']	3	3.000000	3.000000
394	221	['3408']	1	1.000000	1.000000
395	222	['619']	1	1.000000	1.000000
396	805	['3635']	5	5.000000	5.000000
397	806	['1351']	1	1.000000	1.000000
398	807	['827']	5	5.000000	5.000000
399	808	['3429']	2	2.000000	2.000000
400	809	['1059']	5	5.000000	5.000000
401	810	['619']	3	3.000000	3.000000
402	3223	['597']	5	5.000000	5.000000
403	3224	['8']	5	5.000000	5.000000
404	3225	['3341']	5	5.000000	5.000000
405	3226	['3606']	5	5.000000	5.000000
406	3227	['3747']	5	5.000000	5.000000
407	3228	['1931']	5	5.000000	5.000000
408	757	['1190']	1	1.000000	1.000000
409	758	['3084']	1	1.000000	1.000000
410	759	['888']	1	1.000000	1.000000
411	760	['741']	1	1.000000	1.000000
412	761	['963']	1	1.000000	1.000000
413	762	['1054']	1	1.000000	1.000000
414	1099	['3385']	1	1.000000	1.000000
415	1100	['2904']	1	1.000000	1.000000
416	1101	['481']	5	5.000000	5.000000
417	1102	['883']	1	1.000000	1.000000
418	1103	['624']	5	5.000000	5.000000
419	1104	['2567']	1	1.000000	1.000000
420	637	['1682']	1	1.000000	1.000000
421	638	['2300']	1	1.000000	1.000000
422	639	['339']	1	1.000000	1.000000
423	640	['3158']	3	3.000000	3.000000
424	641	['3601']	1	1.000000	1.000000
425	642	['2952']	1	1.000000	1.000000
426	1609	['1262']	1	1.000000	1.000000
427	1610	['1264']	1	1.000000	1.000000
428	1611	['1538']	1	1.000000	1.000000
429	1612	['2857']	1	1.000000	1.000000
430	1613	['261']	1	1.000000	1.000000
431	1614	['423']	1	1.000000	1.000000
432	1921	['2768']	5	5.000000	5.000000
433	1922	['1821']	5	5.000000	5.000000
434	1923	['2271']	5	5.000000	5.000000
435	1924	['967']	5	5.000000	5.000000
436	1925	['903']	5	5.000000	5.000000
437	1926	['2636']	5	5.000000	5.000000
438	2311	['1129']	1	1.000000	1.000000
439	2312	['927']	1	1.000000	1.000000
440	2313	['3277']	1	1.000000	1.000000
441	2314	['1945']	1	1.000000	1.000000
442	2315	['1399']	3	3.000000	3.000000
443	2316	['3652']	1	1.000000	1.000000
444	3722	['2538']	5	5.000000	5.000000
445	3723	['3214']	1	1.000000	1.000000
446	3724	['1144']	5	5.000000	5.000000
447	3725	['1888']	3	3.000000	3.000000
448	3726	['3662']	5	5.000000	5.000000
449	3727	['3609']	3	3.000000	3.000000
450	1213	['1652']	1	1.000000	1.000000
451	1214	['1188']	1	1.000000	1.000000
452	1215	['2000']	5	5.000000	5.000000
453	1216	['316']	1	1.000000	1.000000
454	1217	['2934']	5	5.000000	5.000000
455	1218	['893']	1	1.000000	1.000000
456	523	['1359']	5	5.000000	5.000000
457	524	['3637']	5	5.000000	5.000000
458	525	['1873']	5	5.000000	5.000000
459	526	['477']	5	5.000000	5.000000
460	527	['88']	5	5.000000	5.000000
461	528	['2590']	5	5.000000	5.000000
462	2107	['3740']	5	5.000000	5.000000
463	2108	['3355']	5	5.000000	5.000000
464	2109	['2918']	5	5.000000	5.000000
465	2110	['689']	5	5.000000	5.000000
466	2111	['1670']	5	5.000000	5.000000
467	2112	['2464']	5	5.000000	5.000000
468	67	['9']	3	3.000000	3.000000
469	68	['1725']	3	3.000000	3.000000
470	69	['3787']	4	4.000000	4.000000
471	70	['2160']	3	3.000000	3.000000
472	71	['3497']	2	2.000000	2.000000
473	72	['3706']	3	3.000000	3.000000
474	583	['2675']	1	1.000000	1.000000
475	584	['2489']	1	1.000000	1.000000
476	585	['2143']	1	1.000000	1.000000
477	586	['1865']	5	5.000000	5.000000
478	587	['797']	3	3.000000	3.000000
479	588	['1777']	1	1.000000	1.000000
480	2497	['2455']	1	1.000000	1.000000
481	2498	['3266']	3	3.000000	3.000000
482	2499	['1819']	4	4.000000	4.000000
483	2500	['421']	1	1.000000	1.000000
484	2501	['3309']	1	1.000000	1.000000
485	2502	['1334']	2	2.000000	2.000000
486	3770	['425']	1	1.000000	1.000000
487	3771	['1234']	1	1.000000	1.000000
488	3772	['1425']	1	1.000000	1.000000
489	3773	['1346']	1	1.000000	1.000000
490	3774	['2751']	3	3.000000	3.000000
491	3775	['2285']	1	1.000000	1.000000
492	385	['1501']	1	1.000000	1.000000
493	386	['1377']	1	1.000000	1.000000
494	387	['783']	1	1.000000	1.000000
495	388	['936']	1	1.000000	1.000000
496	389	['2769']	1	1.000000	1.000000
497	390	['443']	1	1.000000	1.000000
498	1633	['1514']	1	1.000000	1.000000
499	1634	['1347']	5	5.000000	5.000000
500	1635	['341']	1	1.000000	1.000000
501	1636	['1526']	5	5.000000	5.000000
502	1637	['429']	1	1.000000	1.000000
503	1638	['119']	5	5.000000	5.000000
504	3415	['235']	1	1.000000	1.000000
505	3416	['2062']	1	1.000000	1.000000
506	3417	['1018']	1	1.000000	1.000000
507	3418	['2323']	1	1.000000	1.000000
508	3419	['3292']	1	1.000000	1.000000
509	3420	['1770']	1	1.000000	1.000000
510	517	['2273']	5	5.000000	5.000000
511	518	['3185']	1	1.000000	1.000000
512	519	['2139']	5	5.000000	5.000000
513	520	['1393']	1	1.000000	1.000000
514	521	['1014']	5	5.000000	5.000000
515	522	['1820']	1	1.000000	1.000000
516	1435	['2595']	5	5.000000	5.000000
517	1436	['2411']	3	3.000000	3.000000
518	1437	['2633']	5	5.000000	5.000000
519	1438	['3402']	5	5.000000	5.000000
520	1439	['2613']	5	5.000000	5.000000
521	1440	['1063']	5	5.000000	5.000000
522	1615	['2114']	5	5.000000	5.000000
523	1616	['232']	5	5.000000	5.000000
524	1617	['782']	5	5.000000	5.000000
525	1618	['743']	5	5.000000	5.000000
526	1619	['3304']	5	5.000000	5.000000
527	1620	['3359']	5	5.000000	5.000000
528	2449	['1148']	5	5.000000	5.000000
529	2450	['1845']	5	5.000000	5.000000
530	2451	['1357']	5	5.000000	5.000000
531	2452	['1994']	5	5.000000	5.000000
532	2453	['2269']	5	5.000000	5.000000
533	2454	['36']	5	5.000000	5.000000
534	2491	['3073']	5	5.000000	5.000000
535	2492	['2527']	5	5.000000	5.000000
536	2493	['3760']	5	5.000000	5.000000
537	2494	['1655']	5	5.000000	5.000000
538	2495	['1745']	5	5.000000	5.000000
539	2496	['1228']	5	5.000000	5.000000
540	2071	['1056']	5	5.000000	5.000000
541	2072	['441']	3	3.000000	3.000000
542	2073	['2269']	5	5.000000	5.000000
543	2074	['1346']	1	1.000000	1.000000
544	2075	['1464']	5	5.000000	5.000000
545	2076	['1495']	3	3.000000	3.000000
546	2221	['986']	5	5.000000	5.000000
547	2222	['1186']	3	3.000000	3.000000
548	2223	['3123']	3	3.000000	3.000000
549	2224	['1728']	1	1.000000	1.000000
550	2225	['2301']	3	3.000000	3.000000
551	2226	['3229']	1	1.000000	1.000000
552	2695	['1865']	1	1.000000	1.000000
553	2696	['1842']	3	3.000000	3.000000
554	2697	['3339']	1	1.000000	1.000000
555	2698	['902']	3	3.000000	3.000000
556	2699	['1384']	2	2.000000	2.000000
557	2700	['3124']	1	1.000000	1.000000
558	1705	['682']	1	1.000000	1.000000
559	1706	['2340']	1	1.000000	1.000000
560	1707	['3274']	1	1.000000	1.000000
561	1708	['3158']	1	1.000000	1.000000
562	1709	['152']	1	1.000000	1.000000
563	1710	['2420']	1	1.000000	1.000000
564	355	['1399']	1	1.000000	1.000000
565	356	['1847']	1	1.000000	1.000000
566	357	['1801']	3	3.000000	3.000000
567	358	['2629']	3	3.000000	3.000000
568	359	['1601']	1	1.000000	1.000000
569	360	['194']	1	1.000000	1.000000
570	655	['3339']	3	3.000000	3.000000
571	656	['120']	1	1.000000	1.000000
572	657	['2930']	5	5.000000	5.000000
573	658	['1063']	1	1.000000	1.000000
574	659	['2242']	3	3.000000	3.000000
575	660	['375']	3	3.000000	3.000000
576	2467	['2838']	1	1.000000	1.000000
577	2468	['1386']	3	3.000000	3.000000
578	2469	['1247']	1	1.000000	1.000000
579	2470	['1543']	1	1.000000	1.000000
580	2471	['26']	5	5.000000	5.000000
581	2472	['2654']	1	1.000000	1.000000
582	3433	['2082']	1	1.000000	1.000000
583	3434	['901']	3	3.000000	3.000000
584	3435	['483']	1	1.000000	1.000000
585	3436	['3451']	1	1.000000	1.000000
586	3437	['888']	1	1.000000	1.000000
587	3438	['2365']	1	1.000000	1.000000
